candidate_key,probe_family,variable_id,variable,representation,layer_idx,layer_name,hidden_dim,regularization_c,train_accuracy,train_balanced_accuracy,train_f1,train_auroc,train_n,train_positive_rate,val_accuracy,val_balanced_accuracy,val_f1,val_auroc,val_n,val_positive_rate,test_accuracy,test_balanced_accuracy,test_f1,test_auroc,test_n,test_positive_rate,suspiciously_high_test_auroc,possible_overfit,weak_signal,selected_by,val_auroc_ci_lower,val_auroc_ci_upper,val_auroc_bootstrap_valid_samples,test_auroc_ci_lower,test_auroc_ci_upper,test_auroc_bootstrap_valid_samples
sentence_basis_changed|var=22|repr=final_token|layer=5,sentence_basis_changed,22,tense_prominence,final_token,5,layer_5,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.61,0.61,0.6548672566371682,0.7076,100,0.5,0.6,0.6,0.6551724137931034,0.6624000000000001,100,0.5,False,True,False,validation_auroc_then_validation_balanced_accuracy,0.6052255878739219,0.7996653796653796,1000.0,0.5510044322827485,0.7662901785714286,1000.0
sentence_basis_changed|var=23|repr=mean_pooled|layer=14,sentence_basis_changed,23,aspect_and_event_structure,mean_pooled,14,layer_14,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.69,0.69,0.743801652892562,0.7084,100,0.5,0.44,0.44,0.5254237288135594,0.4696,100,0.5,False,True,True,validation_auroc_then_validation_balanced_accuracy,0.5965076800520335,0.8061317095711228,1000.0,0.3587922641509434,0.5944586501489807,1000.0
sentence_basis_changed|var=24|repr=final_token|layer=21,sentence_basis_changed,24,modality_and_mood,final_token,21,layer_21,1024,1.0,0.935,0.935,0.9336734693877551,0.991040625,800,0.5,0.58,0.58,0.27586206896551724,0.7656000000000001,100,0.5,0.61,0.6100000000000001,0.5806451612903226,0.6376000000000001,100,0.5,False,True,False,validation_auroc_then_validation_balanced_accuracy,0.6682406724231242,0.8583333333333333,1000.0,0.5253292224080268,0.7418932629870129,1000.0
sentence_basis_changed|var=25|repr=mean_pooled|layer=10,sentence_basis_changed,25,epistemic_modality,mean_pooled,10,layer_10,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.56,0.56,0.3125,0.8031999999999999,100,0.5,0.64,0.64,0.47058823529411764,0.7236,100,0.5,False,True,False,validation_auroc_then_validation_balanced_accuracy,0.7099952421309307,0.8951596816968459,1000.0,0.6199653149615668,0.8214687293580736,1000.0
sentence_basis_changed|var=26|repr=final_token|layer=6,sentence_basis_changed,26,evidentiality,final_token,6,layer_6,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.73,0.73,0.7272727272727273,0.772,100,0.5,0.5,0.5,0.46808510638297873,0.48279999999999995,100,0.5,False,True,True,validation_auroc_then_validation_balanced_accuracy,0.6735898653610771,0.8683678221288514,1000.0,0.36663491491712746,0.6081231789044289,1000.0
sentence_basis_changed|var=27|repr=final_token|layer=0,sentence_basis_changed,27,mirativity_stance_and_affect_marking,final_token,0,layer_0,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,0.74,0.74,0.7111111111111111,0.8324000000000001,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.9999999999999999,1.0,1000.0,0.7531430214904434,0.9079409218232748,1000.0
sentence_basis_changed|var=28|repr=mean_pooled|layer=4,sentence_basis_changed,28,negation_and_polarity_structure,mean_pooled,4,layer_4,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.64,0.64,0.6949152542372882,0.7568,100,0.5,0.65,0.65,0.7244094488188977,0.8272,100,0.5,False,True,False,validation_auroc_then_validation_balanced_accuracy,0.646490264405135,0.8485822453981592,1000.0,0.7389632191480018,0.9034413041059308,1000.0
sentence_basis_changed|var=29|repr=mean_pooled|layer=1,sentence_basis_changed,29,quantifier_scope_and_distributivity,mean_pooled,1,layer_1,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.6,0.6,0.7142857142857143,0.922,100,0.5,0.76,0.76,0.7333333333333333,0.86,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.8685224277610492,0.9684848484848485,1000.0,0.783202544255198,0.9293973312315704,1000.0
sentence_basis_changed|var=30|repr=final_token|layer=15,sentence_basis_changed,30,conditional_and_counterfactual_marking,final_token,15,layer_15,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.58,0.58,0.3225806451612903,0.7192,100,0.5,0.57,0.5700000000000001,0.24561403508771928,0.7072,100,0.5,False,True,False,validation_auroc_then_validation_balanced_accuracy,0.6162443765384942,0.8156134524287434,1000.0,0.5957298517085751,0.8031612645058024,1000.0
sentence_basis_changed|var=31|repr=final_token|layer=0,sentence_basis_changed,31,subordination_and_embedding,final_token,0,layer_0,1024,1.0,1.0,1.0,1.0,0.9999999999999999,800,0.5,1.0,1.0,1.0,1.0,100,0.5,0.25,0.25,0.4,0.5,100,0.5,False,False,True,validation_auroc_then_validation_balanced_accuracy,0.9999999999999999,1.0,1000.0,0.3599622641509434,0.6327941815023881,1000.0
sentence_basis_changed|var=32|repr=mean_pooled|layer=6,sentence_basis_changed,32,quotation_and_reported_speech_structure,mean_pooled,6,layer_6,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.88,0.88,0.8666666666666667,0.9812,100,0.5,0.95,0.95,0.9514563106796117,0.998,100,0.5,True,False,False,validation_auroc_then_validation_balanced_accuracy,0.952795736651947,0.9987924156911928,1000.0,0.9935974389755903,1.0,1000.0
sentence_basis_changed|var=33|repr=final_token|layer=6,sentence_basis_changed,33,discourse_relation_marking,final_token,6,layer_6,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.57,0.57,0.4266666666666667,0.6624,100,0.5,0.5,0.5,0.4791666666666667,0.4592,100,0.5,False,True,True,validation_auroc_then_validation_balanced_accuracy,0.55254221660808,0.7679213178539469,1000.0,0.3353341336534614,0.5653444732669411,1000.0
sentence_basis_changed|var=34|repr=mean_pooled|layer=7,sentence_basis_changed,34,topic_comment_structure,mean_pooled,7,layer_7,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.71,0.71,0.6666666666666666,0.8872,100,0.5,0.58,0.58,0.27586206896551724,0.8855999999999999,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.8108874198717949,0.9479182297919168,1000.0,0.8110881806823097,0.948,1000.0
sentence_basis_changed|var=35|repr=final_token|layer=0,sentence_basis_changed,35,focus_and_given_new_marking,final_token,0,layer_0,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.58,0.5800000000000001,0.5531914893617021,0.6275999999999999,100,0.5,0.87,0.87,0.8505747126436781,0.8976,100,0.5,False,True,False,validation_auroc_then_validation_balanced_accuracy,0.5140224358974359,0.7313571844821845,1000.0,0.8239195678271308,0.9602311947506275,1000.0
sentence_basis_changed|var=36|repr=final_token|layer=12,sentence_basis_changed,36,genericity_and_kind_level_reference,final_token,12,layer_12,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.75,0.75,0.7524752475247525,0.8364,100,0.5,0.75,0.75,0.6835443037974683,0.8064,100,0.5,False,True,False,validation_auroc_then_validation_balanced_accuracy,0.7519909812215293,0.9082822402597404,1000.0,0.7164412117503062,0.8847972386582034,1000.0
sentence_basis_changed|var=37|repr=mean_pooled|layer=3,sentence_basis_changed,37,social_deixis_honorifics_status_encoding,mean_pooled,3,layer_3,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.87,0.87,0.8539325842696629,0.9456,100,0.5,0.66,0.6599999999999999,0.7068965517241379,0.5544,100,0.5,False,False,True,validation_auroc_then_validation_balanced_accuracy,0.8961410663715762,0.9825487012987013,1000.0,0.4270445478723405,0.6711207729468599,1000.0
sentence_basis_changed|var=38|repr=mean_pooled|layer=22,sentence_basis_changed,38,speech_act_force_and_request_directness,mean_pooled,22,layer_22,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.82,0.8200000000000001,0.8235294117647058,0.8936,100,0.5,0.65,0.6499999999999999,0.6236559139784946,0.7192,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.8261217948717948,0.9484495038015206,1000.0,0.6099258646817525,0.8103349098259993,1000.0
sentence_basis_changed|var=39|repr=final_token|layer=0,sentence_basis_changed,39,deixis_and_perspective_anchoring,final_token,0,layer_0,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.6,0.6000000000000001,0.6666666666666666,0.62,100,0.5,0.55,0.55,0.4827586206896552,0.5972000000000001,100,0.5,False,True,True,validation_auroc_then_validation_balanced_accuracy,0.5103753003309307,0.7284074481384121,1000.0,0.47244458128078826,0.7111340274746263,1000.0
sentence_basis_changed|var=40|repr=final_token|layer=0,sentence_basis_changed,40,orthographic_and_tokenization_interface,final_token,0,layer_0,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.5,0.5,0.6666666666666666,0.731,100,0.5,0.5,0.5,0.6666666666666666,0.49,100,0.5,False,True,True,validation_auroc_then_validation_balanced_accuracy,0.6482816870629371,0.8101023706896552,1000.0,0.4666666666666667,0.5,1000.0
