variable_id,variable,sentence_activation_test_auroc,sentence_activation_test_auroc_ci_lower,sentence_activation_test_auroc_ci_upper,sentence_activation_val_auroc,sentence_activation_val_auroc_ci_lower,sentence_activation_val_auroc_ci_upper,sentence_best_text_test_auroc,sentence_best_text_test_auroc_ci_lower,sentence_best_text_test_auroc_ci_upper,sentence_best_text_model_kind,sentence_activation_minus_text,sentence_activation_minus_null,sentence_best_layer_idx,sentence_best_representation,sentence_possible_overfit,delta_direction_activation_test_auroc,delta_direction_activation_test_auroc_ci_lower,delta_direction_activation_test_auroc_ci_upper,delta_direction_activation_val_auroc,delta_direction_activation_val_auroc_ci_lower,delta_direction_activation_val_auroc_ci_upper,delta_direction_best_text_test_auroc,delta_direction_best_text_test_auroc_ci_lower,delta_direction_best_text_test_auroc_ci_upper,delta_direction_best_text_model_kind,delta_direction_activation_minus_text,delta_direction_best_layer_idx,delta_direction_best_representation,delta_direction_possible_overfit,train_marker_family_count,val_marker_family_count,test_marker_family_count,train_lexical_domain_count,val_lexical_domain_count,test_lexical_domain_count,test_has_heldout_marker_family,test_has_heldout_lexical_domain,test_marker_families_all_heldout_from_train,test_lexical_domains_all_heldout_from_train,test_marker_train_overlap_count,test_lexical_train_overlap_count,val_marker_train_overlap_count,val_lexical_train_overlap_count,split_control_strength,train_marker_families,test_marker_families,train_lexical_domains,test_lexical_domains,sentence_layer_stability_layer_stability_threshold,sentence_layer_stability_best_layer_idx,sentence_layer_stability_best_layer_name,sentence_layer_stability_best_representation,sentence_layer_stability_best_val_auroc,sentence_layer_stability_best_test_auroc,sentence_layer_stability_layers_above_threshold_count,sentence_layer_stability_max_adjacent_layers_above_threshold,sentence_layer_stability_signal_beyond_layer_2,sentence_layer_stability_layers_above_threshold,delta_direction_layer_stability_layer_stability_threshold,delta_direction_layer_stability_best_layer_idx,delta_direction_layer_stability_best_layer_name,delta_direction_layer_stability_best_representation,delta_direction_layer_stability_best_val_auroc,delta_direction_layer_stability_best_test_auroc,delta_direction_layer_stability_layers_above_threshold_count,delta_direction_layer_stability_max_adjacent_layers_above_threshold,delta_direction_layer_stability_signal_beyond_layer_2,delta_direction_layer_stability_layers_above_threshold,level_1_activation_recoverability_pass,level_1_threshold,level_2_text_evidence_category,level_2_text_artifact_status,level_2_activation_beats_text_pass,level_2_text_control_nonblocking,level_2_surface_visible_nonblocking,level_3_directional_consistency_pass,level_3_threshold,level_4_split_generalization_pass,level_4_has_test_marker_or_domain_holdout,level_4_strong_marker_and_domain_holdout,learned_activation_direction_viability_status,early_layer_artifact_risk,null_label_control_pass,possible_overfit_flag,evidence_status,ready_for_learned_activation_direction_viability,mechanistic_claim_allowed,claim_scope,recommended_next_action,viability_mode,representation,layer_idx,alpha,test_pairs_used,median_train_delta_norm,direction_effect_mean,direction_effect_median,direction_effect_positive_rate,reverse_direction_effect_mean,changed_probability_basis_mean,changed_probability_changed_mean,changed_probability_moved_basis_mean,changed_probability_reverse_moved_basis_mean,median_fraction_of_probe_gap_closed,learned_activation_direction_viability_pass,learned_activation_direction_viability_note
27,mirativity_stance_and_affect_marking,0.8324000000000001,0.7531430214904434,0.9079409218232748,1.0,0.9999999999999999,1.0,0.8518,0.7816897954834109,0.9176350342365968,length_punct,-0.019399999999999862,0.2916000000000001,0,final_token,False,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,0.9528,0.8962111299261084,0.9904091690084303,char_tfidf,0.04720000000000002,0,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""sentence_final_affect"", ""surprise_adverbial"", ""unexpectedness_marker""]","[""mirative_reaction_construction"", ""speaker_attitude_particle""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,16,layer_16,final_token,1.0,1.0,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.7,0,layer_0,final_token,1.0,1.0,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,B_activation_comparable_to_text,B_activation_comparable_to_text,False,True,True,True,0.65,True,True,True,passed,False,True,False,levels1_3_4_5_passed_direction_viability_candidate,True,True,activation-recoverable structural cue; surface-visible text cue also present,Run the learned activation direction viability check before treating the direction as stable enough for deeper interpretation.,learned_activation_direction_probe_check,final_token,0.0,1.0,50.0,23.695953369140625,0.8572933077812195,0.9998541474342346,1.0,-0.14167258143424988,0.14167258143424988,0.5990739464759827,0.9989659786224365,2.2242258035376494e-10,1.1180791854858398,True,Adding the learned basis-to-changed direction to held-out basis activations moved them toward the changed class under the selected probe.
28,negation_and_polarity_structure,0.8272,0.7389632191480018,0.9034413041059308,0.7568,0.646490264405135,0.8485822453981592,0.8560000000000001,0.7768358781012406,0.92017111192303,word_tfidf,-0.028800000000000048,0.4212000000000001,4,mean_pooled,True,0.9604,0.9235035133948176,0.9856030028559771,0.7867999999999999,0.6978327410509659,0.8634863812756224,0.5,0.5,0.5,length_punct,0.46040000000000003,2,mean_pooled,True,3,1,3,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""denial_phrase"", ""never_negation"", ""simple_not_negation""]","[""failed_to_negative_predicate"", ""neither_nor_construction"", ""without_negative_construction""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,4,layer_4,mean_pooled,0.7568,0.8272,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.7,2,layer_2,mean_pooled,0.7867999999999999,0.9604,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,B_activation_comparable_to_text,B_activation_comparable_to_text,False,True,True,True,0.65,True,True,True,not_run,False,True,True,overfit_risk_needs_rerun_or_more_data,False,False,activation-recoverable structural cue; surface-visible text cue also present,Rerun with stronger regularization or more examples; do not interpret before overfit risk is resolved.,,,,,,,,,,,,,,,,,
29,quantifier_scope_and_distributivity,0.86,0.783202544255198,0.9293973312315704,0.922,0.8685224277610492,0.9684848484848485,0.8535999999999999,0.7791745454545455,0.9213330414462051,char_tfidf,0.006400000000000072,0.28,1,mean_pooled,False,0.9743999999999999,0.9471134142496848,0.99278875,1.0,0.9999999999999999,1.0,0.6472,0.5372220643939395,0.7501106021661662,char_tfidf,0.32719999999999994,0,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""existential_quantifier"", ""negative_quantifier"", ""universal_quantifier""]","[""collective_distributive_paraphrase"", ""scope_reordering_quantifier""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,1,layer_1,mean_pooled,0.922,0.86,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.7,16,layer_16,final_token,1.0,1.0,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,B_activation_comparable_to_text,B_activation_comparable_to_text,False,True,True,True,0.65,True,True,True,passed,False,True,False,levels1_3_4_5_passed_direction_viability_candidate,True,True,activation-recoverable structural cue; surface-visible text cue also present,Run the learned activation direction viability check before treating the direction as stable enough for deeper interpretation.,learned_activation_direction_probe_check,mean_pooled,1.0,1.0,50.0,16.31656265258789,0.8439816832542419,0.9967764616012573,1.0,-0.1560182422399521,0.1560182422399521,0.682420015335083,1.0,4.9552625965996935e-15,1.0385873317718506,True,Adding the learned basis-to-changed direction to held-out basis activations moved them toward the changed class under the selected probe.
30,conditional_and_counterfactual_marking,0.7072,0.5957298517085751,0.8031612645058024,0.7192,0.6162443765384942,0.8156134524287434,0.5808,0.4751711368511368,0.6879557291666666,length_punct,0.12640000000000007,0.2892,15,final_token,True,0.9284,0.8754062499999999,0.9747899159663865,1.0,0.9999999999999999,1.0,0.5,0.5,0.5,length_punct,0.4284,0,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""counterfactual_if_had"", ""hypothetical_modal_conditional"", ""if_then_conditional""]","[""sufficient_condition_paraphrase"", ""unmarked_dependency_conditional""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,15,layer_15,final_token,0.7192,0.7072,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.7,0,layer_0,final_token,1.0,0.9284,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,A_activation_stronger_than_text,A_activation_stronger_than_text,True,True,False,True,0.65,True,True,True,not_run,False,True,True,overfit_risk_needs_rerun_or_more_data,False,False,activation-recoverable structural cue with activation stronger than text baseline,Rerun with stronger regularization or more examples; do not interpret before overfit risk is resolved.,,,,,,,,,,,,,,,,,
31,subordination_and_embedding,0.5,0.3599622641509434,0.6327941815023881,1.0,0.9999999999999999,1.0,0.5,0.3599622641509434,0.6327941815023881,word_tfidf,0.0,-0.027200000000000002,0,final_token,False,0.7468,0.6397802183977456,0.83219300519489,1.0,0.9999999999999999,1.0,0.5,0.384209375,0.6116147524350649,word_tfidf,0.24680000000000002,0,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""belief_embedding"", ""claim_embedding"", ""reason_clause""]","[""nonfinite_embedding"", ""recursive_embedding""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,20,layer_20,final_token,1.0,0.5188,0,0,False,[],0.7,1,layer_1,final_token,1.0,0.75,13,5,True,"[0, 1, 2, 3, 4, 14, 15, 16, 18, 19, 20, 21, 22]",False,0.65,B_activation_comparable_to_text,B_activation_comparable_to_text,False,True,True,True,0.65,False,True,True,not_run,False,False,False,level1_failed_low_activation_recoverability,False,False,activation-recoverable structural cue; surface-visible text cue also present,Do not pursue this variable under the current model/dataset until activation recoverability improves.,,,,,,,,,,,,,,,,,
32,quotation_and_reported_speech_structure,0.998,0.9935974389755903,1.0,0.9812,0.952795736651947,0.9987924156911928,0.9421999999999999,0.9078479400843035,0.9690038427755818,word_tfidf,0.05580000000000007,0.402,6,mean_pooled,False,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,0.5,0.39332710376255614,0.6046026884283421,word_tfidf,0.5,0,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""english_direct_quote_punctuation"", ""english_indirect_report"", ""japanese_quotative_to""]","[""embedded_claim_report"", ""paraphrased_report""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,6,layer_6,mean_pooled,0.9812,0.998,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.7,0,layer_0,final_token,1.0,1.0,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,A_activation_stronger_than_text,A_activation_stronger_than_text,True,True,False,True,0.65,True,True,True,passed,False,True,False,levels1_3_4_5_passed_direction_viability_candidate,True,True,activation-recoverable structural cue with activation stronger than text baseline,Run the learned activation direction viability check before treating the direction as stable enough for deeper interpretation.,learned_activation_direction_probe_check,mean_pooled,6.0,1.0,50.0,62.303096771240234,0.9157596826553345,0.9981894493103027,1.0,-0.08424045890569687,0.08424045890569687,0.9813831448554993,1.0,1.6000799207879637e-20,1.0003395080566406,True,Adding the learned basis-to-changed direction to held-out basis activations moved them toward the changed class under the selected probe.
33,discourse_relation_marking,0.4592,0.3353341336534614,0.5653444732669411,0.6624,0.55254221660808,0.7679213178539469,0.046400000000000004,0.015224358974358974,0.0864178402248093,length_punct,0.4128,-0.4043999999999999,6,final_token,True,0.0864,0.03899378717004044,0.1452691019589654,0.75,0.649279356060606,0.8516099999999999,0.5,0.5,0.5,length_punct,-0.41359999999999997,5,final_token,True,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""causal_connective"", ""contrast_connective"", ""result_connective""]","[""concessive_relation_without_marker"", ""connective_absent_relation""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,6,layer_6,final_token,0.6624,0.4592,0,0,False,[],0.7,5,layer_5,final_token,0.75,0.0864,0,0,False,[],False,0.65,A_activation_stronger_than_text,A_activation_stronger_than_text,True,True,False,False,0.65,False,True,True,not_run,False,False,True,level1_failed_low_activation_recoverability,False,False,activation-recoverable structural cue with activation stronger than text baseline,Do not pursue this variable under the current model/dataset until activation recoverability improves.,,,,,,,,,,,,,,,,,
34,topic_comment_structure,0.8855999999999999,0.8110881806823097,0.948,0.8872,0.8108874198717949,0.9479182297919168,0.7604,0.6670014472494091,0.8421292586753873,char_tfidf,0.12519999999999998,0.34399999999999986,7,mean_pooled,False,0.9995999999999999,0.997598967471604,1.0,0.944,0.8976048278854382,0.9775641025641025,0.5784,0.46592648559444544,0.683290771113831,char_tfidf,0.4211999999999999,12,mean_pooled,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""neutral_subject_marker"", ""topic_fronting"", ""wa_topic_marker""]","[""old_new_topic_comment"", ""topic_absent_discourse_context""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,7,layer_7,mean_pooled,0.8872,0.8855999999999999,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.7,12,layer_12,mean_pooled,0.944,0.9995999999999999,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,A_activation_stronger_than_text,A_activation_stronger_than_text,True,True,False,True,0.65,True,True,True,failed,False,True,False,levels1_3_4_passed_ready_for_learned_activation_direction_viability,True,False,activation-recoverable structural cue with activation stronger than text baseline,Run the learned activation direction viability check before treating the direction as stable enough for deeper interpretation.,learned_activation_direction_probe_check,mean_pooled,7.0,1.0,50.0,63.32023620605469,0.1732533872127533,0.0440475195646286,1.0,-7.921585165604483e-06,7.921653377707116e-06,0.15690827369689941,0.17326129972934723,6.810329383766245e-11,32.76634979248047,False,Adding the learned basis-to-changed direction to held-out basis activations moved them toward the changed class under the selected probe.
35,focus_and_given_new_marking,0.8976,0.8239195678271308,0.9602311947506275,0.6275999999999999,0.5140224358974359,0.7313571844821845,0.9914,0.9749889834721767,1.0,length_punct,-0.0938,0.4487999999999999,0,final_token,True,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,0.7238,0.6314052483974358,0.8030208339574183,word_tfidf,0.2762,0,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""english_cleft_focus"", ""english_contrastive_focus"", ""japanese_ga_focus""]","[""given_new_information_order"", ""plain_clause_focus_context""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,0,layer_0,final_token,0.6275999999999999,0.8976,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.7,0,layer_0,final_token,1.0,1.0,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,C_text_stronger_than_activation,C_text_stronger_than_activation,False,True,True,True,0.65,True,True,True,not_run,False,True,True,overfit_risk_needs_rerun_or_more_data,False,False,activation-recoverable structural cue; surface-visible text cue also present,Rerun with stronger regularization or more examples; do not interpret before overfit risk is resolved.,,,,,,,,,,,,,,,,,
36,genericity_and_kind_level_reference,0.8064,0.7164412117503062,0.8847972386582034,0.8364,0.7519909812215293,0.9082822402597404,0.8615999999999999,0.7791116446578632,0.9357785887781873,char_tfidf,-0.055199999999999916,0.27279999999999993,12,final_token,True,0.9472,0.8971588635454182,0.9829646915584416,0.9556,0.9134615384615385,0.9834955234981198,0.8086,0.7213873560981149,0.8910903330273358,word_tfidf,0.13860000000000006,12,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""bare_plural_generic"", ""habitual_generalization"", ""specific_individual_reference""]","[""kind_level_statement"", ""statistical_generalization""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,12,layer_12,final_token,0.8364,0.8064,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.7,12,layer_12,final_token,0.9556,0.9472,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,C_text_stronger_than_activation,C_text_stronger_than_activation,False,True,True,True,0.65,True,True,True,not_run,False,True,True,overfit_risk_needs_rerun_or_more_data,False,False,activation-recoverable structural cue; surface-visible text cue also present,Rerun with stronger regularization or more examples; do not interpret before overfit risk is resolved.,,,,,,,,,,,,,,,,,
37,social_deixis_honorifics_status_encoding,0.5544,0.4270445478723405,0.6711207729468599,0.9456,0.8961410663715762,0.9825487012987013,0.7276,0.6130342221191969,0.8225216027699718,char_tfidf,-0.17320000000000002,-0.022399999999999975,3,mean_pooled,False,0.75,0.6514289772727273,0.8457963564213565,1.0,0.9999999999999999,1.0,0.5512,0.4291675911490667,0.6589953244652834,char_tfidf,0.19879999999999998,0,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""english_deference_phrase"", ""formal_request_level"", ""korean_honorific_speech_level""]","[""speaker_humility_marker"", ""status_asymmetry_context""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,3,layer_3,mean_pooled,0.9456,0.5544,1,1,False,[0],0.7,0,layer_0,final_token,1.0,0.75,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",False,0.65,C_text_stronger_than_activation,C_text_stronger_than_activation,False,True,True,True,0.65,False,True,True,not_run,False,False,False,level1_failed_low_activation_recoverability,False,False,activation-recoverable structural cue; surface-visible text cue also present,Do not pursue this variable under the current model/dataset until activation recoverability improves.,,,,,,,,,,,,,,,,,
38,speech_act_force_and_request_directness,0.7192,0.6099258646817525,0.8103349098259993,0.8936,0.8261217948717948,0.9484495038015206,0.6040000000000001,0.4931707653160352,0.7119777598539416,length_punct,0.11519999999999986,0.13759999999999994,22,mean_pooled,False,0.58,0.4653686112126009,0.6888557247350351,1.0,0.9999999999999999,1.0,0.468,0.359792354476114,0.5772448263888889,char_tfidf,0.11199999999999993,2,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""direct_request"", ""imperative_command"", ""interrogative_question""]","[""performative_speech_act"", ""warning_threat_contrast""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,22,layer_22,mean_pooled,0.8936,0.7192,21,19,True,"[2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.7,2,layer_2,final_token,1.0,0.58,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,A_activation_stronger_than_text,A_activation_stronger_than_text,True,True,False,False,0.65,False,True,True,not_run,False,True,False,level3_failed_unstable_delta_direction,False,False,activation-recoverable structural cue with activation stronger than text baseline,Keep as recoverable but not directionally stable; do not move to SAE-style interpretation yet.,,,,,,,,,,,,,,,,,
39,deixis_and_perspective_anchoring,0.5972000000000001,0.47244458128078826,0.7111340274746263,0.62,0.5103753003309307,0.7284074481384121,0.491,0.38448509584718826,0.6037669186992978,length_punct,0.10620000000000007,0.18040000000000012,0,final_token,True,0.8816,0.8091980912364947,0.9437656959335459,0.81,0.7133579961937047,0.8928814674908425,0.49999999999999994,0.3923406923155736,0.6096500441589723,word_tfidf,0.3816000000000001,14,mean_pooled,True,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""demonstrative_deixis"", ""spatial_deixis"", ""temporal_deixis""]","[""proximal_distal_context"", ""speaker_listener_anchor_shift""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,15,layer_15,mean_pooled,0.62,0.6368,0,0,False,[],0.7,14,layer_14,mean_pooled,0.81,0.8816,23,19,True,"[0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",False,0.65,A_activation_stronger_than_text,A_activation_stronger_than_text,True,True,False,True,0.65,False,True,True,not_run,False,True,True,level1_failed_low_activation_recoverability,False,False,activation-recoverable structural cue with activation stronger than text baseline,Do not pursue this variable under the current model/dataset until activation recoverability improves.,,,,,,,,,,,,,,,,,
40,orthographic_and_tokenization_interface,0.49,0.4666666666666667,0.5,0.731,0.6482816870629371,0.8101023706896552,0.49999999999999994,0.3901939197792869,0.6024212685864953,length_punct,-0.009999999999999953,0.043200000000000016,0,final_token,True,0.518,0.4045461982113086,0.6335018770495864,0.8508,0.7707825252525253,0.9151447353638562,0.5,0.5,0.5,char_tfidf,0.018000000000000016,0,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""capitalization_variant"", ""punctuation_variant"", ""spacing_variant""]","[""mandarin_segmented_control"", ""mandarin_unsegmented_script""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,0,layer_0,final_token,0.731,0.49,0,0,False,[],0.7,0,layer_0,final_token,0.8508,0.518,0,0,False,[],False,0.65,B_activation_comparable_to_text,B_activation_comparable_to_text,False,True,True,False,0.65,False,True,True,not_run,False,False,True,level1_failed_low_activation_recoverability,False,False,activation-recoverable structural cue; surface-visible text cue also present,Do not pursue this variable under the current model/dataset until activation recoverability improves.,,,,,,,,,,,,,,,,,
